职位id,职位标题,薪资范围,公司名称,工作地点,所处行业,学历要求,每周天数,实习时长,福利待遇,职位描述,简历要求,截止日期,详细地址,详情页url
inn_m24aumea0kn1,Android开发实习生(A8742),100-200/天,极验验证,武汉,互联网/游戏/软件,本科,5天／周,实习12个月,可转正实习；定期团建；免费健身房；周末双休；接受大一大二,"职责描述：
1、根据业务需求，在导师的带领下完成 Android 端的日常需求迭代；
2、对产品进行持续优化和改进，对App性能、安全、容器、工程方面持续优化提升；
任职要求：
1、本科或以上学历，计算机软件或相关专业，基本功扎实，熟练掌握计算机系统结构，算法，网络，数据库，计算机安全等知识；
2、了解移动客户端特性，有 Android 客户端开发经验，独立开发过 APP，有经历过大型 APP 的研发周期者优先；
3、熟悉 Java/Kotlin（了解 Dart / Python / Swift / C++ 中一门编程语言者优先）；
4、熟悉 Android SDK 以及相关配套工具；
5、了解 Android Framework 层，并有一定Android源码阅读经验；
6、除了 Android 之外，具备其它方面开发经验的优先，比如具有前端技能或脚本技能优先；
7、对一些底层或框架（JVM/Android ROM/Linux/Flutter/Unity 等）、以及行业其他领域技术为加分项；
8、思维敏捷，可以应付各类编程复杂问题，并迅速给出解决方案。", 中文,2026-03-31,武汉市东湖高新区大学园路武大航域二期B3栋8楼,https://www.shixiseng.com/intern/inn_m24aumea0kn1?pcm=pc_SearchList
inn_xyudwxt2twut,iOS开发实习生(U3560),100-200/天,极验验证,武汉,互联网/游戏/软件,本科,5天／周,实习7个月,接受大一大二；零基础实习；不加班；免费健身房；朝九晚五；节日福利,"职责描述：
1、 根据业务需求，在导师的带领下完成产品 iOS 端的迭代开发及文档编写；
2、 对产品进行持续优化和改进，对产品性能、安全、容器、工程方面持续优化提升；
任职要求：
1、 本科或以上学历在校生，计算机软件或相关专业，基本功扎实，熟练掌握计算机系统结构，算法，网络，数据库，计算机安全等知识
2、 熟悉 Xcode、Git等开发工具；
3、 熟悉 Objective-C/Swift（了解 Dart / Python / Java / Kotlin / C++ 中一门编程语言者优先）；
4、 熟悉 UIKit、Foundation 框架；
5、 了解 iOS 下多线程、网络编程；
6、除了 iOS 之外，具备其它方面开发经验的优先，比如具有Flutter、Unity、前端技能或脚本技能优先；
7、思维敏捷，可以应付各类编程复杂问题，并迅速给出解决方案", 中文,2026-03-31,武汉市东湖高新区大学园路武大航域二期B3栋8楼,https://www.shixiseng.com/intern/inn_xyudwxt2twut?pcm=pc_SearchList
inn_gh2x7g5mtmfu,Android开发实习生(A199662),180-250/天,爱奇艺,北京,互联网/游戏/软件,本科,4天／周,实习6个月,实习津贴；周末双休；地铁周边,"职责描述：
- 参与爱奇艺APP开发和行业调研；
- 持续对产品进行质量、性能和用户体验进行优化；
- 学习和研究新技术以满足产品的需求，根据开发过程中的体验对产品提出改进建议。

任职要求：
- 计算机相关专业在读，专业基础知识扎实，能长时间到岗实习，2026年毕业优先；
- 熟悉Java、Kotlin、鸿蒙语言其中一种或更多以及基本的数据结构和设计模式；
- 有良好的学习习惯和较强主动性，对新技术能够快速感知和研究掌握，能长期实习；
- 有移动开发经验者优先考虑。", 中文,2026-02-07,北京市/北京市/朝阳区 爱奇艺青春中心(永利国际) 工人体育场北路21号,https://www.shixiseng.com/intern/inn_gh2x7g5mtmfu?pcm=pc_SearchList
inn_nkxpsj2t8yal,H5开发实习生(A218250),180-250/天,爱奇艺,北京,互联网/游戏/软件,本科,4天／周,实习6个月,周末双休；地铁周边；实习津贴,"职责描述：
- 支持爱奇艺极速版H5/Web端需求与项目，能够按照现有开发规范和流程规范进行功能模块的交付；
- 参与前端技术调研，协助跨端项目的完成。
任职要求：
- 本科及以上学历，热爱编程，有良好的计算机数据结构基础；
- 掌握HTML、Javascript、CSS，熟悉主流JS框架；
- 具有良好的学习能力、沟通能力与团队合作精神；
- 具有JAVA开发背景或全栈基础能力者优先。", 中文,2026-02-07,北京市/北京市/朝阳区 爱奇艺青春中心(永利国际) 工人体育场北路21号,https://www.shixiseng.com/intern/inn_nkxpsj2t8yal?pcm=pc_SearchList
inn_baw5upttez6k,C/C++开发（实习）,200-400/天,墨泊可士,深圳,互联网/游戏/软件,本科,5天／周,实习3个月,远程实习；可转正实习；留学生实习；暑期实习,"岗位职责：
1.设计、开发和维护高质量的C++应用程序i;
2.实现并优化算法和数据结构；
3.负责软件系统的性能优化和调试；
4.参与项目需求分析和技术选型。
任职要求:
1.熟悉C++编程语言，具备扎实的编程基础；
2.具有良好的算法和数据结构基础；
3.熟练使用常见的开发工具，如VS、Eclipse等；
4.具备较强的沟通协调能力和团队合作精神；", 中文,2026-01-20,广东省/深圳市/福田区,https://www.shixiseng.com/intern/inn_baw5upttez6k?pcm=pc_SearchList
inn_ejxkltq10mj3,移动端开发工程师,200-400/天,京东,北京市,互联网/游戏/软件,本科,5天／周,实习3个月,JDYOUNG；导师制；接受大一大二；有竞争力的薪酬；班车；福利券；节日福利；超高转正率；餐补/工作餐,"工作内容:
1. 负责iOS端/Android端应用程序的研发，编写高质量代码，负责公司相应产品线的开发迭代；
2. 负责与后端、客户端的联调开发，高效完成数据交互、接口对接，动态信息展现，确保前后端有效交互；
3. 探索学习移动端开发最新技术，保持技术前瞻性，持续推动系统架构的合理性，扩展技术深度与宽度，提升研发效率。
4. 结合数据指标驱动和分析，持续进行功能的改进及性能优化。

任职资格:
1. 统招本科及以上学历在校生，26届优先；
2. 扎实的数据结构与算法基础，熟练掌握c、c++、Objective、Swift等其中一种或多种开发语言，有iOS端/Android端编程经验者优先；
3. 具备良好的沟通协作能力，较强的责任心，追求自我卓越；
4. 符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。", 中文,2026-01-15,北京市,https://www.shixiseng.com/intern/inn_ejxkltq10mj3?pcm=pc_SearchList
inn_aqokujuhmcr7,移动端开发工程师,200-400/天,京东,成都市,互联网/游戏/软件,本科,5天／周,实习3个月,JDYOUNG；导师制；接受大一大二；有竞争力的薪酬；班车；福利券；节日福利；超高转正率；餐补/工作餐,"工作内容:
1. 负责iOS端/Android端应用程序的研发，编写高质量代码，负责公司相应产品线的开发迭代；
2. 负责与后端、客户端的联调开发，高效完成数据交互、接口对接，动态信息展现，确保前后端有效交互；
3. 探索学习移动端开发最新技术，保持技术前瞻性，持续推动系统架构的合理性，扩展技术深度与宽度，提升研发效率。
4. 结合数据指标驱动和分析，持续进行功能的改进及性能优化。

任职资格:
1. 统招本科及以上学历在校生，26届优先；
2. 扎实的数据结构与算法基础，熟练掌握c、c++、Objective、Swift等其中一种或多种开发语言，有iOS端/Android端编程经验者优先；
3. 具备良好的沟通协作能力，较强的责任心，追求自我卓越；
4. 符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。", 中文,2026-01-15,四川成都市,https://www.shixiseng.com/intern/inn_aqokujuhmcr7?pcm=pc_SearchList
inn_z7be5ydowj3a,AIDD算法开发实习生,300-400/天,北京脑中心,北京,教育/培训,硕士,5天／周,实习3个月,地铁周边,"工作职责：
1. 深入理解靶点搜寻、药物设计、先导化合物优化及药物筛选等相关领域，为药物设计项目提供专业支持。
2. 熟悉深度学习框架，负责算法的设计、实现与优化，为药物设计项目提供技术支持。
3. 根据项目需求定制化开发新的药物设计与筛选方法，支持跨学科团队的合作，推动药物研发流程。
工作要求：
1. 计算化学、计算生物学、生物信息学、计算机科学与技术等相关专业硕士在读及以上学历，或在机器学习、计算生物学、计算化学、蛋白质工程与设计、计算机辅助药物设计等领域具有扎实的理论基础和实践经验。
2. 熟练掌握 C/C++/python 编程，熟悉常用的数据结构，遵循良好的代码开发规范。
3. 熟练使用 Linux 操作系统及开发环境，精通 Git 等版本管理工具，具备良好的项目管理能力。
4. 熟悉机器学习算法基础，精通至少一种主流深度学习框架（如 TensorFlow、JAX、PyTorch）。
5. 具备较强的算法实现能力，具备扎实的理论基础和实践经验，能够独立解决复杂问题。
6. 有小分子药物筛选与设计，蛋白质结构预测与设计等领域的深度学习算法开发经验者优先。
7. 具有分子对接、分子动力学模拟等相关项目经验者优先，能够将计算机辅助药物设计与深度学习相结合推动新药研发。", 中文,2025-12-03,北京市/北京市/昌平区 北京脑科学与类脑研究所,https://www.shixiseng.com/intern/inn_z7be5ydowj3a?pcm=pc_SearchList
inn_wrjc9fufthdm,web前端开发工程师,200-250/天,百度,北京,互联网/游戏/软件,本科,5天／周,实习4个月,免费班车；地铁周边；餐补,"工作职责
-百度健康内容前端C&B端相关产品的开发工作
-前端组件和框架设计研发工作
-多端合一、微前端等前沿技术研究和落地实践
-持续优化产品体验，提高产品性能及稳定性

任职资格
- 熟练掌握 HTML5、CSS3、JavaScript（ES6+），熟悉 W3C 规范
- 熟悉至少一种前端框架（React/Vue/Angular 基础用法）
- 熟练使用代码管理工具git，了解 Webpack/Vite 等基础概念，有Chrome DevTools 使用经验
-了解typescript、nodejs基础，熟悉 UI 库（Ant Design、Element UI 等）
-了解响应式布局和移动端适配（如 Flexbox、Grid、媒体查询）
- 有强烈的责任心和团队精神，良好的沟通合作；
- 有移动端开发经验优先", 中文,2025-12-31,北京市/北京市/海淀区 鹏寰大厦,https://www.shixiseng.com/intern/inn_wrjc9fufthdm?pcm=pc_SearchList
inn_pbksjoewmgpi,Cocos开发工程师【冬令营】,150-200/天,微派网络,武汉,互联网/游戏/软件,本科,5天／周,实习3个月,一对一导师；不打卡；周末双休,"项目简介：
微派掘金计划是微派网络面向本科及硕士毕业生推出的暑期/寒假实习项目，覆盖产品、策划、美术、UI、服务器、安卓 /iOS/ 鸿蒙 / 小程序、Unity/Cocos 七大热门方向。在这里，你将深度参与企业真实项目全流程，解锁从创意到落地的完整链路。不仅能收获定制化培训与 1 对 1 导师指导，更能直达校招绿色通道，用一个冬天的沉淀，筑牢职业发展的坚实根基！

岗位职责（分方向）：
1. 产品方向：参与产品需求调研、用户画像分析，协助撰写产品 PRD 文档，跟进功能设计与迭代规划，参与产品原型搭建与用户反馈收集；
2. 策划方向：聚焦业务场景进行创意策划，协助完成玩法设计、规则制定、剧情脚本撰写等工作，参与策划方案的落地跟进与效果优化；
3. 美术方向：根据项目风格要求，完成角色设计、场景绘制、道具建模等美术产出，参与美术资源的优化与迭代，配合团队完成视觉风格统一；
4. UI 方向：负责产品界面、交互组件的视觉设计，优化用户操作流程与视觉体验，协助完成设计规范制定与设计资源输出；
5. 服务器方向：参与服务器架构设计辅助工作，协助完成接口开发、数据存储优化、并发处理等任务，参与服务器性能测试与问题排查；
6. 安卓 /iOS/ 鸿蒙 / 小程序方向：参与对应平台的应用开发与适配工作，协助完成功能模块编码、调试与优化，跟进平台特性迭代与兼容性测试；
7. Unity/Cocos 方向：参与游戏或互动项目的引擎开发，协助完成场景搭建、特效实现、逻辑编码等任务，参与项目性能优化与兼容性调试。

职位要求
1. 专业背景：产品 / 策划方向不限专业；美术 / UI 方向需具备美术设计相关专业背景；技术类方向（服务器、移动开发、引擎开发）需计算机科学、软件工程、电子信息、自动化等相关专业背景；26 届在校本科生或研究生均可投递；
2. 基础能力：
  - 非技术方向：具备清晰的逻辑思维与创意表达能力，对产品 / 策划 / 设计有浓厚兴趣，愿意主动探索行业趋势；
  - 技术方向：具备基本的编程思维或对应技术基础（零基础可投，我们提供定向培训）；
3. 核心素养：对目标方向充满热情，具备快速学习能力与抗压能力，善于沟通协作，能积极参与团队讨论与项目落地；
4. 加分项：有相关项目经验、实习经历或个人作品集（设计类需提供）者优先；技术类方向有编程竞赛获奖、开源项目贡献者优先；产品 / 策划方向有校园项目、创意方案产出者优先。

你将获得：
-带薪实战：集训 + 项目实战全程带薪，知识变现两不误；
-导师护航：企业资深专家 1 对 1 指导，定制成长路径，快速补齐能力短板；
-定向培训：免费参与行业前沿技术 / 设计课程，覆盖各方向核心技能与实战方法；
-职业机会：表现突出者直接获得实习或正式工作机会，提前锁定超强竞争力秋招 offer；
-表现优异者，将获得极具竞争力的应届生薪酬包，并附专属签字费！

冬令营具体时间节点：
- 1.5号开营【开营当天公布考核题目】
- 1.5-1.11  A阶段分岗位方向进行单人任务，外地同学提供一周酒店住宿
- 1.12-1.13 A阶段进行考核【考核通过进入B阶段】
- 1.13-3.12  B阶段进入项目组做真实的需求
- 3.13  B阶段考核通过发放offer", 中文,2026-01-05,湖北省/武汉市/洪山区 微派大悦中心T1写字楼,https://www.shixiseng.com/intern/inn_pbksjoewmgpi?pcm=pc_SearchList
